step,option,action,obs,termination_prob,should_terminate,greedy_option,cumulative_reward,average_cumulative_reward,waiting_time,speed,lane_density,queue_length
25205.0,0,0,"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,0.0,0.0,0.0,0.0,0.0,0
25210.0,0,0,"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-1.0,-0.05,0.0,6.393781297223177,0.11890190592760973,0
25215.0,0,0,"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23780382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",,True,0,-3.0,-0.1975,0.0,7.098011673249335,0.23780381185521945,0
25220.0,0,1,"0.0, 1.0, 0.0, 0.0, 0.0, 0.019360533, 0.0, 0.0, 0.0, 0.0, 0.35670573, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890191, 0.0, 0.0",,True,0,-7.0,-0.537625,1.0,3.74396852262914,0.3760662507669137,1
25225.0,0,1,"0.0, 1.0, 0.0, 0.0, 1.0, 0.058081597, 0.0, 0.0, 0.0, 0.0, 0.47560763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23780382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890191, 0.0, 0.0",,True,0,-14.0,-1.21074375,1.75,6.1976778147308496,0.5336892226626924,2
25230.0,0,1,"0.0, 1.0, 0.0, 0.0, 1.0, 0.038721066, 0.019360533, 0.0, 0.0, 0.0, 0.47560763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35670573, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890191, 0.0, 0.0",,True,0,-21.0,-2.2002065625,3.125,5.8902427536123545,0.5336892226626924,3
25235.0,0,1,"0.0, 1.0, 0.0, 0.0, 1.0, 0.058081597, 0.019360533, 0.0, 0.0, 0.0, 0.47560763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47560763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890191, 0.0, 0.0",,True,0,-28.0,-3.4901962343750004,4.888888888888889,6.497160379962026,0.5530497556467769,4
25240.0,0,2,"0.0, 0.0, 1.0, 0.0, 0.0, 0.058081597, 0.019360533, 0.0, 0.0, 0.0, 0.35670573, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11890191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.35670573, 0.0, 0.0",,True,0,-35.0,-5.065686422656251,1.0,7.703174123491743,0.4341478497191672,1
25245.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.058081597, 0.019360533, 0.14083049, 0.0, 0.0, 0.11890191, 0.0, 0.16393442, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11890191, 0.0, 0.0",,True,0,-41.0,-6.862402101523438,0.0,9.713574252100628,0.5011089497515279,0
25250.0,0,2,"0.0, 0.0, 1.0, 0.0, 1.0, 0.038721066, 0.0, 0.28166097, 0.0, 0.0, 0.0, 0.0, 0.16393442, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16393442, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16393442",,True,0,-46.0,-8.819281996447266,0.16666666666666666,8.049308084492964,0.48431646351382096,1
