step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,4.556070473254659,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,8.230181919209803,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,3,0.0,0.0,6.330893327903831,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6319379044287105,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,1,5.0,0.29411764705882354,8.55502821883897,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.940746588468856,0,0.0,0.9107296994765166,0,0.0,1.0,0,0.0,1.0,0,0.0
57625.0,2,10.0,0.4166666666666667,8.341631147423714,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7347626624398296,0,0.0,0.7742594457092484,0,0.0,1.0,0,0.0,1.0,0,0.0
57630.0,4,16.0,0.5333333333333333,8.441349782438094,0,1.0,0.37512259038465195,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8850236805768787,0,0.0,0.88860868122214,0,0.0,1.0,0,0.0,1.0,0,1.0
57635.0,6,29.0,0.7837837837837838,8.481362980370744,1,4.0,0.00010409652450471806,1,0.0,0.0,0,0.0,0.6959843231751293,0,0.0,0.8524092512293171,0,0.0,0.8631155998605207,0,0.0,1.0,0,0.0,0.9027206922468,2,4.0
57640.0,6,50.0,1.1627906976744187,8.914625751605278,1,9.0,0.0,0,0.0,0.8230754825003661,0,0.0,1.0,0,0.0,0.9262609382721877,0,0.0,0.8932903998313152,0,0.0,1.0,0,0.0,0.674312498756943,1,9.0
57645.0,8,67.0,1.488888888888889,8.258158008761542,0,7.0,0.20104470281175638,0,0.0,0.08130779017901256,0,0.0,0.9252870221254801,0,0.0,0.8775830425524773,0,0.0,0.9124592685681924,0,0.0,0.9480319184907348,2,7.0,0.25081968671901544,2,14.0
