step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,4.982127760199364,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,9.155235444916457,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,3,0.0,0.0,6.262010395404134,0,0.0,0.7932311385226173,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5590265396710521,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,1,5.0,0.29411764705882354,9.505588495330604,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9819565424183352,0,0.0,0.9835273797079769,0,0.0,1.0,0,0.0,1.0,0,0.0
57625.0,2,10.0,0.4166666666666667,8.629861893768789,0,0.0,0.6238750518307807,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7813513154478668,0,0.0,0.7872068037308998,0,0.0,1.0,0,0.0,0.9375191473466655,0,0.0
57630.0,4,18.0,0.6,8.486437572345507,1,3.0,0.00020101503321645386,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7855985671335322,0,0.0,0.8875677464279027,0,0.0,1.0,0,0.0,0.9642994195061835,1,3.0
57635.0,5,24.0,0.631578947368421,8.589678180093406,0,3.0,0.30447895509154316,1,0.0,0.0,0,0.0,0.7295026100033462,0,0.0,0.8730056719244444,0,0.0,0.9299760259247687,0,0.0,1.0,0,0.0,0.9748312449595863,1,3.0
57640.0,6,39.0,0.9069767441860465,8.686114579072559,0,0.0,1.0,0,0.0,0.9079946095494105,0,0.0,0.9451555075529507,0,0.0,0.7727832844474503,0,0.0,0.8061937713234407,0,0.0,1.0,1,2.0,0.3570351196087284,1,2.0
57645.0,8,70.0,1.5217391304347827,8.832387965120523,0,0.0,1.0,0,0.0,0.5093540912986886,0,0.0,0.9762887473574373,0,0.0,0.8598374648264017,0,0.0,0.9489689952164321,0,0.0,0.9575749216456946,2,10.0,0.0038791462790817386,2,10.0
57650.0,12,122.0,2.44,8.54631613974852,0,0.0,1.0,1,5.0,1.324443608093935e-05,0,0.0,0.9773425808082179,1,1.0,0.6814259410377589,0,0.0,0.971631300256682,0,0.0,1.0,3,27.0,0.2315528832429503,5,33.0
57655.0,16,187.0,3.74,7.700675713669145,0,0.0,1.0,1,10.0,0.0,1,1.0,0.16525674509278024,3,10.0,0.3934191573563078,0,0.0,0.9590182740118186,0,0.0,1.0,3,40.0,0.38966676592227734,8,61.0
57660.0,20,273.0,4.875,7.158688991786092,0,0.0,1.0,1,15.0,0.4931683261953248,2,8.0,0.00023130151764179572,5,31.0,0.23462419349464816,0,0.0,0.9286355606852806,0,0.0,1.0,3,55.0,0.23693514568454352,11,109.0
57665.0,23,376.0,6.372881355932203,6.459837526776803,0,0.0,1.0,1,20.0,0.5034615097467341,2,18.0,0.2003723564158275,6,60.0,0.33014546809965445,0,0.0,0.8269978417559457,0,0.0,1.0,3,70.0,0.0,12,168.0
57670.0,22,476.0,7.933333333333334,6.234140289602866,0,0.0,0.5663719701217451,1,25.0,0.4307519881932665,3,33.0,0.19381683507118308,7,93.0,0.22696491667909147,0,0.0,0.7194711215567233,0,0.0,1.0,3,85.0,0.0,14,236.0
57675.0,27,596.0,9.3125,5.6862830595638565,0,0.0,1.0,2,32.0,0.11248041249931971,4,53.0,0.006232075267621736,9,131.0,0.13340279344607625,0,0.0,0.8443529107339962,0,0.0,0.9780148925486399,3,100.0,0.0,18,316.0
57680.0,30,734.0,11.121212121212121,5.781286702584992,0,0.0,0.966413350249705,3,45.0,1.2700128357110445e-05,5,78.0,6.666307447706381e-06,9,176.0,0.23597560913964613,0,0.0,0.8108683734619783,0,0.0,0.9752031753427809,3,115.0,0.23891853181965605,20,414.0
