step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,4.991548665048322,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,8.812971190103218,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,4,1.0,0.07692307692307693,5.532444306852957,1,1.0,0.004893888584927086,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8066559076265916,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.0
57620.0,3,12.0,0.7058823529411765,8.046900584587931,1,6.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9762552804142834,0,0.0,0.959521497709385,0,0.0,1.0,0,0.0,1.0,1,6.0
57625.0,2,10.0,0.4166666666666667,7.875748660205673,0,4.0,0.2587019925888403,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6597623607576146,0,0.0,0.7989510211997194,0,0.0,1.0,0,0.0,1.0,0,4.0
57630.0,3,15.0,0.5172413793103449,8.108765369785045,0,0.0,0.49368793487090085,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8739659851311788,0,0.0,0.9313718450278701,0,0.0,1.0,0,0.0,1.0,0,0.0
57635.0,5,25.0,0.6578947368421053,8.631398496279541,0,0.0,0.32487850897775006,1,0.0,0.0,0,0.0,0.7555337456320175,0,0.0,0.8300862583266113,0,0.0,0.8070166445465835,0,0.0,1.0,0,0.0,0.9209581238686634,1,0.0
57640.0,5,39.0,0.9069767441860465,9.316398347316154,1,2.0,0.0003788136089176061,0,0.0,0.8116585995943926,0,0.0,0.9074969497501091,0,0.0,0.8636345941743105,0,0.0,0.8974755972679362,0,0.0,1.0,0,2.0,0.672809975475414,1,4.0
57645.0,8,63.0,1.4,8.808519362888491,0,0.0,1.0,0,0.0,0.525760048054186,0,0.0,0.9796153314450442,0,0.0,0.8182243499069581,0,0.0,0.9279392251548613,0,0.0,1.0,2,9.0,0.547570553941982,2,9.0
