step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,3.77052118111169,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,8.628316770896232,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,3,0.0,0.0,6.451878943389887,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5332943547644053,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,1,3.0,0.17647058823529413,9.329055914550205,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9362859624318892,0,0.0,0.9345756022065896,0,0.0,1.0,0,0.0,1.0,0,0.0
57625.0,2,8.0,0.3333333333333333,8.807423182263122,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5194770140653837,0,0.0,0.8318335048426654,0,0.0,1.0,0,0.0,1.0,0,0.0
57630.0,4,14.0,0.4666666666666667,8.117074869591884,0,0.0,0.01663367865924167,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8368625177730368,0,0.0,0.9085645993135213,0,0.0,1.0,0,0.0,0.948215459141453,0,0.0
57635.0,7,32.0,0.8648648648648649,8.01267076020106,1,5.0,0.0,1,0.0,0.0,0,0.0,0.6183612906549038,0,0.0,0.8591230564684382,0,0.0,0.8721009291678906,0,0.0,1.0,0,0.0,0.9303905286565517,2,5.0
57640.0,4,35.0,0.8333333333333334,8.2351666098993,0,6.0,0.22529280687521241,0,0.0,0.7854851873674317,0,0.0,0.911728651914273,0,0.0,0.8051500428718169,0,0.0,0.748134468349597,0,0.0,0.7308608746635258,0,0.0,0.29893316045746265,0,6.0
57645.0,8,61.0,1.326086956521739,8.34455569849482,0,0.0,1.0,0,0.0,0.5189891267124556,0,0.0,0.8509453504147669,0,0.0,0.7310593129053649,0,0.0,0.956926325245961,0,0.0,0.9872393439894118,2,6.0,0.010795496865672083,2,6.0
57650.0,12,112.0,2.2857142857142856,7.849518012479613,0,0.0,1.0,1,4.0,3.591924995572054e-05,0,0.0,0.9540068975984621,1,2.0,0.5690112847210835,0,0.0,0.9184331817979574,0,0.0,1.0,3,20.0,5.3646165214447796e-05,5,26.0
57655.0,15,176.0,3.5918367346938775,6.9682152441116845,0,0.0,1.0,1,9.0,7.883055527692621e-06,0,0.0,0.45687903178291567,3,12.0,0.43002879451164605,0,0.0,0.9254611659687093,0,0.0,1.0,3,37.0,0.38526051409389117,7,58.0
57660.0,19,260.0,4.7272727272727275,6.685288446423299,0,0.0,1.0,1,14.0,0.0,2,6.0,3.167799796726265e-05,5,35.0,0.36274158006183693,0,0.0,0.8967256278777436,0,0.0,1.0,3,55.0,0.46218545086056984,11,110.0
57665.0,24,361.0,6.016666666666667,6.212661896161464,0,0.0,1.0,1,19.0,0.375083663987737,2,16.0,0.01889204583640004,6,62.0,0.23327089547536423,0,0.0,0.883099069266487,0,0.0,1.0,3,65.0,0.0,12,162.0
