step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,4.241367802175228,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,8.77167834103923,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,4,1.0,0.07692307692307693,5.275551123078728,0,0.0,0.02159318839227852,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5426557739222138,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,3,12.0,0.7058823529411765,7.97186260650674,1,5.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9330733411898068,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,5.0
57625.0,2,11.0,0.4583333333333333,7.387986844704758,0,4.0,0.2165339618428402,0,0.0,1.0,0,0.0,1.0,0,0.0,0.6741973825875449,0,0.0,0.7337034941338456,0,0.0,1.0,0,0.0,1.0,0,4.0
57630.0,4,17.0,0.5666666666666667,8.656208130768148,0,0.0,0.553346899857627,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9400804516033187,0,0.0,0.8313292131224371,0,0.0,1.0,0,0.0,1.0,0,0.0
57635.0,5,27.0,0.7297297297297297,9.238318954512044,0,0.0,0.653586382676996,1,0.0,0.0,0,0.0,0.7288328923997074,0,0.0,0.8169218896891614,0,0.0,0.8560566330623753,0,0.0,1.0,0,0.0,1.0,1,0.0
57640.0,3,38.0,0.8837209302325582,9.051750666572074,0,0.0,1.0,0,0.0,0.8481242244470066,0,0.0,0.9625964011082772,0,0.0,0.7664281357143592,0,0.0,0.7821069760944995,0,0.0,1.0,0,2.0,0.6074176150186402,0,2.0
57645.0,11,71.0,1.5106382978723405,8.522137075631761,0,0.0,1.0,0,0.0,0.018060161589710605,0,0.0,0.9597825456086727,0,0.0,0.811022399533174,0,0.0,0.9084225352101051,0,2.0,0.5192403676002988,3,10.0,0.5413570311244995,3,12.0
