step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,4.18298178249388,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,9.353818829120481,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,3,0.0,0.0,6.135769722013311,0,0.0,0.7619545197804407,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5430085078594591,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,1,5.0,0.29411764705882354,9.467201125008367,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9112182943036589,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57625.0,2,10.0,0.4166666666666667,8.73910371189806,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8329462801468711,0,0.0,0.782380239287377,0,0.0,1.0,0,0.0,1.0,0,0.0
57630.0,3,15.0,0.5172413793103449,9.143722800495826,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9299950501411149,0,0.0,0.8560783731268564,0,0.0,1.0,0,0.0,0.9541035994545791,0,0.0
57635.0,4,20.0,0.5405405405405406,9.090981674672719,0,0.0,1.0,1,0.0,0.0,0,0.0,0.674481493064864,0,0.0,0.8613984983206353,0,0.0,0.6487541417321186,0,0.0,1.0,0,0.0,0.971817298458407,1,0.0
57640.0,3,26.0,0.6190476190476191,9.636015788956605,0,0.0,1.0,0,0.0,0.8029620835185608,0,0.0,1.0,0,0.0,0.8413358486380492,0,0.0,0.7692781501256485,0,0.0,0.7967831455744736,0,0.0,0.5473701450730287,0,0.0
57645.0,7,50.0,1.0869565217391304,9.2855438107627,0,0.0,1.0,0,0.0,0.024183346472484064,0,0.0,0.9212042768247684,0,0.0,0.8946212860058538,0,0.0,0.8878702968383604,0,0.0,1.0,2,8.0,0.38180189402950687,2,8.0
57650.0,12,102.0,2.1702127659574466,8.155817153133771,0,0.0,1.0,1,4.0,0.0,0,0.0,1.0,0,0.0,0.7055317533599824,0,0.0,0.9038150078899165,0,0.0,1.0,3,23.0,0.23480785913658261,4,27.0
57655.0,14,156.0,3.183673469387755,8.16903905986119,0,0.0,1.0,1,9.0,0.0,0,0.0,0.9901721206149003,2,5.0,0.44930744383725707,0,0.0,0.9084184116058835,0,0.0,1.0,3,38.0,0.0,6,52.0
57660.0,17,228.0,4.1454545454545455,7.180774652036279,0,0.0,1.0,1,14.0,0.4666928399248294,0,0.0,0.635271548665013,4,20.0,0.36861782882697236,0,0.0,0.7228879158136599,0,0.0,0.9900448312433942,3,53.0,0.0,8,87.0
57665.0,21,315.0,5.25,6.513976107213451,0,0.0,1.0,1,19.0,0.34847924188286594,1,2.0,0.11072158840287272,5,44.0,0.2704678901496422,1,4.0,0.7182074141806161,0,0.0,1.0,3,68.0,0.0,11,137.0
57670.0,22,414.0,6.9,6.472754608169652,0,0.0,0.9750614522167149,1,24.0,0.5841543598384075,4,17.0,0.19606837013791764,6,72.0,0.11903389282399722,0,0.0,0.7541275397529957,0,0.0,1.0,3,83.0,0.0,14,196.0
57675.0,27,537.0,8.390625,5.772525234565523,0,0.0,0.44666821057405864,2,31.0,0.11769191878318803,4,37.0,0.003052769704695075,8,111.0,0.13889293614286757,0,0.0,0.7274822055356813,0,0.0,1.0,3,98.0,0.0,17,277.0
