step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,5.031288350134856,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,9.505812888361648,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,3,0.0,0.0,6.7266908448236755,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7813913053071955,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,1,4.0,0.23529411764705882,9.574058951268748,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.913071262119359,0,0.0,0.9417162173177352,0,0.0,1.0,0,0.0,1.0,0,0.0
57625.0,2,9.0,0.375,9.064883498208005,0,0.0,0.7055919271455019,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8223896976207387,0,0.0,0.8590859304301155,0,0.0,1.0,0,0.0,0.9439624873179571,0,0.0
57630.0,3,14.0,0.4827586206896552,9.181733009544397,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7337584783044907,0,0.0,0.8699313888409284,0,0.0,1.0,0,0.0,0.9575770071967294,0,0.0
57635.0,5,24.0,0.631578947368421,9.255180566186601,0,0.0,0.3766382146611057,1,0.0,0.0,0,0.0,0.6995118289912362,0,0.0,0.8825904230730328,0,0.0,0.9604275605307772,0,0.0,1.0,0,0.0,0.9727240274889701,1,0.0
57640.0,6,38.0,0.8837209302325582,9.16289420614259,1,3.0,0.0003401213955459448,0,0.0,0.8539386080432919,0,0.0,0.9068781519398487,0,0.0,0.8052668550891701,0,0.0,0.7456973284096777,0,0.0,0.8073475864797386,0,0.0,0.5772739232927339,1,3.0
57645.0,9,63.0,1.4,8.508154643905263,0,0.0,1.0,0,0.0,0.4860000090496007,0,0.0,0.958483830167673,0,0.0,0.7580401218044882,0,0.0,0.95186910142735,0,0.0,0.9426493214689209,2,6.0,0.23492703940417176,2,6.0
57650.0,15,129.0,2.63265306122449,7.4177127753914345,0,0.0,1.0,1,5.0,0.0,0,0.0,0.6493847323850065,2,5.0,0.4695335675503099,0,0.0,0.9466223580072191,0,0.0,1.0,3,21.0,0.0,6,31.0
57655.0,20,218.0,4.2745098039215685,6.902141919968271,0,0.0,1.0,1,10.0,0.0,1,3.0,0.3809842770588963,4,21.0,0.3256105636093823,0,0.0,0.9353491836884046,0,0.0,1.0,3,36.0,0.0,9,70.0
57660.0,22,305.0,5.350877192982456,6.755570890432232,0,0.0,1.0,1,15.0,0.0,2,11.0,0.3217385358478723,5,44.0,0.4012785955646997,1,2.0,0.821140535013534,0,0.0,1.0,3,53.0,0.24842582831610535,12,125.0
