step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,4.099968732678098,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,8.809321341491065,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,4,1.0,0.07692307692307693,5.935174301391772,0,0.0,0.33635738576386787,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7404581332554674,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,3,12.0,0.7058823529411765,7.565858456513539,1,5.0,1.0004143308289053e-05,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9432917564959771,0,0.0,0.9566336231292473,0,0.0,1.0,0,0.0,1.0,1,5.0
57625.0,2,11.0,0.4583333333333333,8.16002904489592,0,4.0,0.1895011036205934,0,0.0,1.0,0,0.0,1.0,0,0.0,0.875232407581427,0,0.0,0.9007325325523022,0,0.0,1.0,0,0.0,1.0,0,4.0
57630.0,3,16.0,0.5333333333333333,8.151666194898382,0,0.0,0.5605390519730913,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9081925538767158,0,0.0,0.9638486143569029,0,0.0,1.0,0,0.0,1.0,0,0.0
57635.0,5,26.0,0.7027027027027027,8.670948009161696,0,0.0,0.24708826165948786,1,0.0,0.0,0,0.0,0.7467996194600639,0,0.0,0.8012633188970252,0,0.0,0.9672838272732737,0,0.0,1.0,0,0.0,1.0,1,0.0
57640.0,6,42.0,1.0,8.620335661868765,1,4.0,1.589963941126856e-05,0,0.0,0.8048683118781006,0,0.0,0.971343815061673,0,0.0,0.7922847376858111,0,0.0,0.758938136678917,0,0.0,1.0,1,3.0,0.5779312390319045,2,7.0
57645.0,10,70.0,1.5217391304347827,8.589017843406314,0,0.0,1.0,1,1.0,0.0050918858066987815,0,0.0,0.9842774137562865,0,0.0,0.8394641464707229,0,0.0,0.8643618454670658,0,0.0,0.926151656810194,2,10.0,0.556702378983782,3,11.0
57650.0,12,126.0,2.5714285714285716,7.762321108305215,0,0.0,1.0,1,6.0,7.481418119680737e-05,0,0.0,0.5397209820853277,1,2.0,0.6110378667483597,0,0.0,0.8472282469480638,0,0.0,1.0,3,25.0,0.38170317625272154,5,33.0
57655.0,17,200.0,3.9215686274509802,7.018878898746814,0,0.0,1.0,1,11.0,0.0,1,4.0,0.4798859386980655,2,11.0,0.4490179885143979,0,0.0,0.6570598269862011,0,0.0,1.0,3,38.0,0.0,7,64.0
57660.0,22,298.0,5.228070175438597,6.468415769686706,0,0.0,1.0,1,16.0,0.0,1,9.0,0.2709365512070891,5,31.0,0.30808060490475603,2,8.0,0.6500016164691876,0,0.0,0.9520881346521382,3,55.0,0.3637819714853634,12,119.0
57665.0,26,413.0,6.555555555555555,6.022960525820157,0,0.0,1.0,1,21.0,0.5167844891905645,1,14.0,0.3204396569722551,6,61.0,0.11844476390889831,3,21.0,0.523931265939635,0,0.0,1.0,3,70.0,0.24387968322717296,14,187.0
57670.0,22,427.0,6.46969696969697,6.374570457453032,0,0.0,0.5350681123748836,1,26.0,0.5684591248700429,3,27.0,0.23227222994343247,8,96.0,0.10253869968287668,0,19.0,0.610990108787359,0,0.0,1.0,3,83.0,0.0,15,251.0
57675.0,22,411.0,5.871428571428571,5.506662515763289,1,2.0,3.906039847143905e-05,1,31.0,0.06106859138513541,4,45.0,0.010015947886327616,5,106.0,0.1468796799888666,0,7.0,0.40376254281873447,0,0.0,1.0,3,98.0,0.0,14,289.0
57680.0,26,450.0,6.428571428571429,4.931344139621549,0,0.0,1.0,3,45.0,1.5512814415196218e-05,5,68.0,5.773730386762869e-06,3,125.0,0.28319029329585244,1,10.0,0.25979918670784524,0,0.0,0.9247223827259825,3,113.0,0.0,15,361.0
57685.0,24,546.0,7.690140845070423,5.237948588628566,0,0.0,0.9728951066583237,3,60.0,0.0,5,93.0,0.0,4,139.0,0.10851262610764738,0,1.0,0.5204134930722123,0,0.0,1.0,3,128.0,0.2259981787033581,15,421.0
57690.0,32,691.0,9.732394366197184,4.332140202436136,0,0.0,0.5092609276317612,3,75.0,0.0,5,118.0,0.0,8,172.0,0.15774332146895445,1,4.0,0.4468079014504857,0,0.0,1.0,3,143.0,0.2539790245147125,20,512.0
57695.0,41,852.0,12.17142857142857,3.6205525487820927,3,8.0,0.00044552009339626477,3,90.0,0.0,5,143.0,0.0,11,219.0,0.0902695783605223,5,23.0,0.26788474911062016,0,0.0,1.0,4,163.0,0.32926326420800933,31,646.0
57700.0,41,1026.0,14.054794520547945,3.8264206396929454,3,23.0,0.0,3,105.0,0.0,5,168.0,0.0,14,282.0,0.06335763781786893,3,26.0,0.22844310534657775,0,0.0,1.0,4,181.0,0.1918880942474091,32,785.0
57705.0,37,1179.0,16.6056338028169,4.2987794521516935,0,9.0,0.1754615377701508,3,120.0,0.0,5,193.0,0.0,15,357.0,0.059177942852735484,1,25.0,0.2520115277135353,0,0.0,1.0,4,201.0,0.3159017165253701,28,905.0
57710.0,36,1357.0,18.84722222222222,4.215105513648464,0,0.0,0.5956079566139726,3,135.0,0.0,5,218.0,0.0,15,432.0,0.08651372231067699,0,15.0,0.44726226868652336,0,0.0,0.9658379036719256,4,221.0,0.19371875637112662,27,1021.0
57715.0,38,1462.0,20.027397260273972,3.945004057362053,0,0.0,0.9644271661713475,3,150.0,0.0,5,243.0,0.0,16,509.0,0.021687996031839903,1,16.0,0.32430654912493484,0,0.0,1.0,4,241.0,0.19210985756946386,29,1159.0
57720.0,31,1440.0,18.94736842105263,4.272159568739985,0,0.0,0.9431353993357721,3,165.0,0.0,5,268.0,0.16579179930942264,13,523.0,0.03370528843176411,0,15.0,0.21284078295441577,0,0.0,0.35888408984572706,4,265.0,0.41156300523407413,25,1236.0
57725.0,29,1411.0,17.6375,4.9320449381642195,0,0.0,1.0,3,180.0,0.0,5,293.0,0.2437061787129793,8,464.0,0.05867411359765535,0,6.0,0.26000881736868564,1,3.0,0.0003642359741045896,4,285.0,0.31652568542367704,21,1231.0
57730.0,27,1412.0,17.65,5.744449037477314,0,0.0,1.0,3,195.0,0.0,6,320.0,0.14181444478753952,4,441.0,0.18160094245662572,2,4.0,0.23869873646458117,1,8.0,0.49783565271628577,4,301.0,0.16750966910112428,20,1269.0
57735.0,25,1430.0,19.066666666666666,5.693480074996342,0,0.0,0.7438558973232938,3,210.0,0.0,6,350.0,0.0,1,301.0,0.2947588597578116,1,6.0,0.3001697440127432,1,13.0,0.3154516211730585,6,327.0,0.13243183760577415,18,1207.0
57740.0,29,1547.0,20.905405405405407,5.423449485514149,0,0.0,1.0,3,225.0,0.0,6,380.0,0.0,0,232.0,0.416727991418401,1,4.0,0.23452597740609732,2,22.0,0.4769231355672843,6,357.0,0.0,18,1220.0
57745.0,32,1690.0,22.533333333333335,5.291189929989208,0,0.0,1.0,3,240.0,0.0,6,410.0,0.0,0,166.0,0.4700483968844763,4,16.0,0.2480912929512893,2,32.0,0.3118107451322443,6,387.0,0.0,21,1251.0
57750.0,29,1823.0,23.986842105263158,5.259827842349698,0,0.0,0.8295389418014865,3,255.0,0.06913654025782554,6,440.0,0.0,0,102.0,0.4196163463652232,4,36.0,5.234981282873238e-06,2,42.0,0.019906020876397496,6,417.0,0.23615753426916058,21,1292.0
57755.0,28,1939.0,24.544303797468356,5.459231072220706,0,0.0,0.736571221039388,3,270.0,0.04895078070847389,6,470.0,0.0,0,40.0,0.43154688590016427,1,27.0,0.24769636265955267,3,56.0,2.902424183998572e-06,6,447.0,0.3204725254070992,19,1310.0
57760.0,35,2095.0,24.94047619047619,5.197134951743153,1,3.0,0.6888538797020392,4,289.0,8.099028553579104e-06,6,500.0,0.0,0,21.0,0.38630713259531074,1,24.0,0.3379503887164561,3,71.0,0.0,6,477.0,0.1307568104838643,21,1385.0
57765.0,35,2260.0,29.350649350649352,4.780183432251585,1,2.0,0.3790034212116309,4,309.0,0.0,6,530.0,0.13684410110669146,0,4.0,0.3646018180691031,1,29.0,0.0,3,86.0,0.0,6,507.0,0.0,21,1467.0
57770.0,39,2450.0,31.818181818181817,4.698955151368538,3,17.0,0.3928071697838451,4,329.0,0.0,6,560.0,0.0,0,0.0,0.4084792443781555,1,34.0,0.0,3,101.0,0.17376061369272644,6,537.0,0.24097811830210508,23,1578.0
57775.0,38,2612.0,33.922077922077925,4.98233649495766,0,9.0,0.6138304941156245,5,349.0,0.0,6,590.0,0.0,0,0.0,0.5100971216569689,1,39.0,0.0,4,119.0,0.46148357819476743,6,567.0,0.1359598396534639,22,1673.0
57780.0,36,2792.0,38.24657534246575,5.502330765496931,0,0.0,0.9756963918413669,4,369.0,0.23622480482345357,6,620.0,0.0,0,0.0,0.5009779130637916,1,44.0,0.37780271149781364,4,139.0,0.011624460624979665,6,597.0,0.0,21,1769.0
57785.0,40,2980.0,42.57142857142857,4.585420956910656,0,0.0,0.009789239978471535,5,390.0,0.15568243863261202,6,650.0,0.0,0,0.0,0.4132660731921531,1,49.0,0.0,5,163.0,0.0,6,627.0,0.0,23,1879.0
57790.0,39,3172.0,43.45205479452055,4.5655789844408154,1,5.0,0.6258653074296929,5,415.0,0.0,6,682.0,0.02063913119209606,0,0.0,0.5242167572753785,1,54.0,0.46254556234191535,5,188.0,0.0,6,661.0,0.3070672772194914,24,2005.0
57795.0,42,3376.0,47.54929577464789,4.337096544060293,1,10.0,0.30301473714788907,5,440.0,0.0,7,716.0,1.0994876249596962e-05,0,0.0,0.2639329327887548,1,59.0,0.6442045702713733,5,213.0,0.16442805446391368,6,689.0,0.30745523434646743,25,2127.0
57800.0,40,3556.0,48.71232876712329,3.9612168459946275,0,0.0,0.5487902206978817,5,465.0,0.0,7,751.0,0.053811611709441175,0,0.0,0.13813618525854596,1,64.0,0.46678929682564907,5,238.0,0.012843458117710817,6,717.0,0.12908229701465038,24,2235.0
57805.0,47,3772.0,51.67123287671233,3.623202690243707,3,8.0,0.3783916592468766,5,490.0,0.0,8,788.0,0.021491117376911527,0,0.0,1.0,1,69.0,0.45928168123208635,6,267.0,0.0,6,747.0,0.0,29,2369.0
57810.0,45,3986.0,56.140845070422536,3.4962178275814346,1,14.0,0.25664109131407337,5,515.0,0.0,10,836.0,0.1580644894889263,0,0.0,1.0,1,74.0,0.0,6,297.0,0.24515061720864334,6,777.0,0.0,29,2513.0
57815.0,49,4221.0,59.45070422535211,3.5974655484986062,4,23.0,0.17713716145121886,5,540.0,0.0,10,886.0,0.0,0,0.0,1.0,1,79.0,0.44453563572860855,6,327.0,0.13824419010435687,6,808.0,0.1353260630565273,32,2663.0
57820.0,47,4442.0,63.457142857142856,4.107081666771839,4,43.0,0.18818315851402853,5,565.0,0.0,10,936.0,0.0,0,0.0,0.9527477472453557,1,84.0,0.4811979983755271,6,357.0,0.0,6,838.0,0.1357380245306228,32,2823.0
57825.0,44,4617.0,65.02816901408451,3.8769374872817086,0,10.0,0.3395366177669844,5,590.0,0.0,10,986.0,0.0,0,0.0,0.737569931057735,1,89.0,0.2503623552693031,6,387.0,0.14170716654294455,6,869.0,0.24031649595694732,28,2931.0
57830.0,45,4837.0,67.18055555555556,4.1419449954423975,0,0.0,1.0,5,615.0,0.0,10,1036.0,0.0,0,0.0,0.7984217083546348,1,94.0,0.22886247100828597,6,417.0,0.0,6,897.0,0.2441217535210407,28,3059.0
57835.0,44,5057.0,72.24285714285715,4.336734451314942,0,0.0,1.0,5,640.0,0.1642962686763787,10,1086.0,0.0,0,0.0,0.7705664975109329,1,99.0,0.29091548143617635,6,447.0,0.0,6,927.0,0.13056246513807776,28,3199.0
57840.0,46,5278.0,75.4,3.895914269614312,1,1.0,0.11192826074444187,5,665.0,0.0,10,1136.0,0.0,0,0.0,0.822323099504138,1,104.0,0.42584761612701255,6,477.0,0.13129085309761496,6,959.0,0.31823126093773635,29,3342.0
57845.0,48,5508.0,78.68571428571428,3.255658237260475,2,11.0,0.0,5,690.0,0.0,10,1186.0,0.0,0,0.0,0.7528788462026225,1,109.0,0.2820672911782265,6,507.0,0.0,6,989.0,0.14097322695776826,30,3492.0
57850.0,48,5742.0,80.87323943661971,3.32985276401193,2,21.0,0.3165474260016101,5,715.0,0.0,10,1236.0,0.0,0,0.0,0.822307528427049,1,114.0,0.0,6,537.0,0.1410105362246276,6,1017.0,0.0,30,3640.0
57855.0,45,5946.0,82.58333333333333,3.4505280715956794,0,0.0,0.6705209348672897,5,740.0,0.0,10,1286.0,0.0,0,0.0,0.8887983538027943,1,119.0,0.0,6,567.0,0.0913369124078007,6,1047.0,0.0,28,3759.0
57860.0,49,6177.0,87.0,3.1537862008584447,1,4.0,0.3073384663562813,5,765.0,0.0,10,1336.0,0.0,0,0.0,0.9590848517415842,1,124.0,0.0,7,599.0,0.2132650918118218,6,1077.0,0.0,30,3905.0
57865.0,49,6409.0,89.01388888888889,2.9158735650877574,0,0.0,0.42333594214494186,6,790.0,0.0,10,1386.0,0.0,0,0.0,1.0,1,129.0,0.0,9,640.0,0.19271089638263483,6,1107.0,0.0,32,4052.0
57870.0,51,6657.0,91.1917808219178,3.0565184818221174,1,3.0,9.55543127370806e-05,5,815.0,0.21377830702927006,10,1436.0,0.0,0,0.0,1.0,1,134.0,0.0,11,690.0,0.05044188323265462,6,1139.0,0.13152631625072517,34,4217.0
57875.0,52,6908.0,94.63013698630137,2.991768518504646,0,0.0,1.0,6,842.0,0.14160934481467277,10,1486.0,0.0,0,0.0,1.0,1,139.0,0.0,12,747.0,0.07410688567250534,6,1169.0,0.13611576984131404,35,4383.0
57880.0,54,7170.0,98.21917808219177,2.635871721577937,0,0.0,0.9360675177059641,6,872.0,0.0,10,1536.0,0.0,0,0.0,0.5929879796442484,1,144.0,0.22068218083906552,12,807.0,0.0009145765303457912,6,1197.0,0.0,35,4556.0
57885.0,56,7440.0,100.54054054054055,2.346371402861645,0,0.0,0.013586242410506788,6,902.0,0.0,10,1586.0,0.0,0,0.0,0.9037891150251309,1,149.0,0.4520123243394839,13,872.0,0.0,6,1227.0,0.0,36,4736.0
57890.0,55,7703.0,101.35526315789474,2.579026317635933,1,5.0,0.47658441447083294,6,932.0,0.0,10,1636.0,0.0,0,0.0,0.9814429194361134,1,154.0,0.48199527034670275,13,937.0,0.0,6,1257.0,0.0,37,4921.0
57895.0,56,7968.0,99.6,2.3942353394662623,0,0.0,0.9269492259647187,6,962.0,0.0,11,1699.0,3.270921631077822e-05,0,0.0,1.0,1,159.0,0.0,13,1002.0,0.05454725528208199,6,1287.0,0.0,37,5109.0
57900.0,60,8260.0,103.25,2.411522525673049,0,0.0,0.7699521601586854,6,992.0,0.0,11,1754.0,0.06791246996483939,0,0.0,1.0,1,164.0,0.0,14,1068.0,0.024466457079259773,6,1317.0,0.0,38,5295.0
57905.0,65,8566.0,105.75308641975309,1.703320749849782,2,3.0,0.24969229530441123,6,1022.0,0.0,11,1809.0,0.0,0,0.0,1.0,1,169.0,0.0,15,1141.0,0.003753818045058867,6,1347.0,0.0,41,5491.0
