step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ260_stopped,gneJ260_accumulated_waiting_time,gneJ260_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57600.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57605.0,1,0.0,0.0,4.313480599591275,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57610.0,0,0.0,0.0,9.543288595070111,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57615.0,3,0.0,0.0,5.641243390753704,0,0.0,0.03148176022497177,0,0.0,0.9009089739680194,0,0.0,1.0,0,0.0,0.5099411238270345,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
57620.0,1,4.0,0.23529411764705882,8.82103065845671,0,0.0,0.34323135612790495,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9352455096399833,0,0.0,0.928038380811565,0,0.0,1.0,0,0.0,1.0,0,0.0
57625.0,2,9.0,0.375,8.579544093722268,0,0.0,0.7394009165562846,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7568970249277327,0,0.0,0.7527232096724307,0,0.0,1.0,0,0.0,1.0,0,0.0
57630.0,4,15.0,0.5,9.177446313226248,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8004262862310959,0,0.0,0.8757005286265499,0,0.0,1.0,0,0.0,1.0,0,0.0
57635.0,5,25.0,0.6578947368421053,9.14246755036441,0,0.0,1.0,1,0.0,0.0,0,0.0,0.7258557762998934,0,0.0,0.8888693349307724,0,0.0,0.9228920862457457,0,0.0,1.0,0,1.0,0.9560124743847318,1,1.0
57640.0,5,40.0,0.9302325581395349,9.033161482354798,0,0.0,1.0,0,0.0,0.7935874092700761,0,0.0,1.0,0,0.0,0.8460846702632434,0,0.0,0.737590576266125,0,0.0,1.0,1,2.0,0.5964773464427371,1,2.0
57645.0,9,75.0,1.6666666666666667,8.582318545519692,0,0.0,1.0,1,1.0,0.49351827923750063,0,0.0,0.8234039032260783,0,0.0,0.7406656562997458,0,0.0,0.9008320678246401,0,0.0,1.0,2,11.0,0.49358389915447365,3,12.0
